recipe_no,device,environment,source,video_name,video_index,frame_no_in_video,step_no,generated_text,polished_text
0,mevo,2,3,video-0000,0,97,2,#C C scoops the sauce with the spoon,Making pinwheels with C spreading the sauce
0,mevo,2,3,video-0000,0,98,2,#C C puts the spice on the dough ,C is spreading peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,99,2,#C C pours the sauce in the knife into the cheese puff with her right hand.,C is using the spoon to spread peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,100,2,#C C places the spoon on the container,C is spreading jelly on the tortilla.
0,mevo,2,3,video-0000,0,101,2,#C C cuts the sausage,C is cutting the sausage.
0,mevo,2,3,video-0000,0,102,2,#C C holds the hot dog with a knife,C is making a hot dog.
0,mevo,2,3,video-0000,0,103,2,#C C cuts the taco on the chopping board,Preparing peanut butter and jelly pinwheels
0,mevo,2,3,video-0000,0,104,2,#C C scoops food with a spoon ,C is scooping peanut butter.
0,mevo,2,3,video-0000,0,105,2,#C C scoops the sauce,C spreads peanut butter on the tortillas.
0,mevo,2,3,video-0000,0,106,2,#C C stirs the sauce with the spoon in his right hand.,C is mixing the sauce.
0,mevo,2,3,video-0000,0,107,2,#C C scoops the spice with a spoon,C is scooping something with a spoon.
0,mevo,2,3,video-0000,0,108,2,#C C drops the spoon in his right hand into the container on the table.,C is spooning jelly.
0,mevo,2,3,video-0000,0,109,2,#C C puts the spice on the food ,C is spreading peanut butter on the tortillas.
0,mevo,2,3,video-0000,0,110,2,#C C scoops the food with a spoon ,C is making a peanut butter and jelly sandwich.
0,mevo,2,3,video-0000,0,111,2,#C C dips the spoon in his right hand into the can of honey.,C spreads honey on tortilla.
0,mevo,2,3,video-0000,0,112,2,#C C adds spice on the dough,#C C spreads peanut butter on the tortilla
0,mevo,2,3,video-0000,0,113,2,#C C scoops the sauce from the can with the spoon in her right hand.,C is spreading jelly on tortillas.
0,mevo,2,3,video-0000,0,114,2,#C C pours spice on the cake,Making pinwheels with peanut butter and jelly and tortilla
0,mevo,2,3,video-0000,0,115,2,#C C pours the ingredient on the dough with the spoon in her right hand.,C is spreading the peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,116,2,#C C spreads the spice on the dough,C is spreading peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,117,2,#C C pours the seasoning on the spoon in his right hand into the food.,C is seasoning the food.
0,mevo,2,3,video-0000,0,118,2,#C C spreads the spice on the food,C is making pinwheels.
0,mevo,2,3,video-0000,0,119,2,#C C pours the spice from the spice can into the mug on the table with the spoon in his right hand.,C is not doing anything related to the objects on the table.
0,mevo,2,3,video-0000,0,120,2,#C C spreads the cream on the cake with a spoon,Making pinwheels
0,mevo,2,3,video-0000,0,121,2,#C C drops the spoon on the tortilla,Preparing tortilla with peanut butter and jelly
0,mevo,2,3,video-0000,0,122,2,#C C puts the spice on the spoon,C is sprinkling spices onto the spoon.
0,mevo,2,3,video-0000,0,123,2,#C C mixes the mixture with the spoon ,C is blending the peanut butter and jelly
0,mevo,2,3,video-0000,0,124,2,#C C puts the spice in the food,Spreading jelly on tortillas
0,mevo,2,3,video-0000,0,125,2,#C C scoops the ingredients from the container,Spreading peanut butter on tortilas.
0,mevo,2,3,video-0000,0,126,2,#C C pours the spice into the sauce with the spoon,C mixing ingredients with spoon.
0,mevo,2,3,video-0000,0,127,2,#C C scoops some sauce from the tin,C is spreading jelly on the tortillas.
0,mevo,2,3,video-0000,0,128,2,#C C adds the spice on the dough with a spoon,C is sprinkling spices onto the dough.
0,mevo,2,3,video-0000,0,129,2,#C C picks the spoon from the cup of spice with her right hand.,C scoops peanut butter with spoon.
0,mevo,2,3,video-0000,0,130,2,#C C scoops the sauce from the cup,Spreading peanut butter on tortilla.
0,mevo,2,3,video-0000,0,131,2,#C C adds the spice on the piece of paper ,C spreads peanut butter on tortillas
0,mevo,2,3,video-0000,0,132,2,#C C pours the spice on the cake with a spoon,C is spreading jelly on tortillas
0,mevo,2,3,video-0000,0,133,2,#C C mixes the cream in the cup with the spoon in his right hand.,Spreading peanut butter onto tortillas.
0,mevo,2,3,video-0000,0,134,2,#C C pours the liquid on the spoon into the bowl of sauce on the table.,C is mixing ingredients.
0,mevo,2,3,video-0000,0,135,2,#C C applies the cream on the food,C is spreading peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,136,2,#C C scoops the spice with a knife ,C is spreading peanut butter.
0,mevo,2,3,video-0000,0,137,2,#C C scoops some sauce from the sauce can,Spreads peanut butter on tortilla
0,mevo,2,3,video-0000,0,138,2,#C C puts the oil in the spoon in his right hand into the cookie on the table.,C spreads peanut butter and jelly on a tortilla.
0,mevo,2,3,video-0000,0,139,2,#C C pours the sauce on the pastry ,C is spreading the sauce on the pastry.
0,mevo,2,3,video-0000,0,140,2,#C C pours the ingredients in the spoon into the sauce,Making the pinwheel filling.
0,mevo,2,3,video-0000,0,141,2,#C C pours the salt on the spoon into the cup with his right hand.,"None of the objects mentioned (jelly container, peanut jar, tortillas, knife, spoon, towel, cutting board, floss, toothpick) are related to pouring salt into a cup. Therefore, it is not possible to make sense of this sentence based on the given objects."
0,mevo,2,3,video-0000,0,142,2,#C C adds spice on the tomato paste in the knife,C is adding spice to the tomato paste.
0,mevo,2,3,video-0000,0,143,2,#C C puts the spice on the food,C is spreading peanut butter and jelly on a tortilla.
0,mevo,2,3,video-0000,0,144,2,#C C scoops sauce from the sauce container with the spoon in his right hand.,Making peanut butter and jelly.
0,mevo,2,3,video-0000,0,145,2,#C C scoops the mixture with a spoon,C spreading peanut butter on tortillas.
0,mevo,2,3,video-0000,0,146,2,#C C applies the spice on the dough,C is spreading peanut butter
0,mevo,2,3,video-0000,0,147,2,#C C holds the spoon on the pastry with his left hand.,C is spreading peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,148,2,#C C spreads the substance on the pastry with a knife ,C is making pinwheels.
0,mevo,2,3,video-0000,0,149,2,#C C removes the wrapper of the can of beer on the table with the fork in his right hand.,C is opening a can.
0,mevo,2,3,video-0000,0,150,2,#C C removes the spoon from the cake,C spreads peanut butter on tortilla
0,mevo,2,3,video-0000,0,151,2,#C C scoops the mixture ,C is making peanut butter and jelly pinwheels.
0,mevo,2,3,video-0000,0,152,2,#C C scoops the food with the spoon,C is making peanut butter and jelly pinwheels.
0,mevo,2,3,video-0000,0,153,2,#C C pours the sauce in the cup of sauce on the table with the spoon in her right hand.,Spreading sauce on tortillas.
0,mevo,2,3,video-0000,0,154,2,#C C pours spice in the spoon from the container,C is adding spice to the spoon
0,mevo,2,3,video-0000,0,155,2,#C C pours the spice in the cup,C is spreading peanut butter on a tortilla
0,mevo,2,3,video-0000,0,156,2,#C C scoops spice from the container with the spoon in his right hand.,"Making sandwiches with the tortillas, peanut butter, and jelly."
0,mevo,2,3,video-0000,0,157,2,#C C scoops the food with the spoon,C is spreading peanut butter and jelly onto the tortilla.
0,mevo,2,3,video-0000,0,158,2,#C C pours the food in the spoon in her right hand into the spoon in her left hand.,C transfers the food between spoons.
0,mevo,2,3,video-0000,0,159,2,#C C scoops the food,C spreading peanut butter on tortillas.
0,mevo,2,3,video-0000,0,160,2,#C C scoops the food with the spoon ,C is spreading the peanut butter onto the tortilla using a spoon.
0,mevo,2,3,video-0000,0,161,2,#C C scoops the paste with the spoon ,Spreading peanut butter onto tortilla.
0,mevo,2,3,video-0000,0,162,2,#C C pours the spice in the spoon into the container of spice with his right hand.,C is adding spice to the container.
0,mevo,2,3,video-0000,0,163,2,#C C scoops the food,#C C spreads peanut butter and jelly on a tortilla
0,mevo,2,3,video-0000,0,164,2,#C C puts the sauce on the food,Spreading peanut butter on tortillas.
0,mevo,2,3,video-0000,0,165,2,#C C pours the sauce on the spoon into the plate with his right hand.,C is spooning sauce onto the plate.
0,mevo,2,3,video-0000,0,166,2,#C C places the spoon in the food.,C is stirring the peanut butter.
0,mevo,2,3,video-0000,0,167,2,#C C scoops the sauce from the container with the spoon.,C is spreading jelly on tortilas.
0,mevo,2,3,video-0000,0,168,2,#C C puts the cheese in the food,C is making pinwheels.
0,mevo,2,3,video-0000,0,169,2,#C C dips the bite in the spoon in her right hand in the cake on the table.,#C C is preparing a peanut butter and jelly pinwheel.
0,mevo,2,3,video-0000,0,170,2,#C C puts the food in the mouth ,Spreading peanut butter on tortilla.
0,mevo,2,3,video-0000,0,171,2,#C C scoops food ,C is spreading peanut butter
0,mevo,2,3,video-0000,0,172,2,#C C spreads the sauce on the food with the spoon,C makes peanut butter and jelly tortilla pinwheels.
0,mevo,2,3,video-0000,0,173,2,#C C puts the food on the plate,C assembling pinwheel sandwiches
0,mevo,2,3,video-0000,0,174,2,#C C scoops  the sauce,Preparing the pinwheel filling.
0,mevo,2,3,video-0000,0,175,2,#C C puts the food in the plate,C assembles the pinwheels
0,mevo,2,3,video-0000,0,176,2,#C C scoops food from the plate with the spoon ,C is eating with a spoon.
0,mevo,2,3,video-0000,0,177,2,#C C puts the sandwich in the sauce,Spreading peanut butter on tortilla.
0,mevo,2,3,video-0000,0,178,2,#C C picks the piece of butter on the plate with the spoon in her right hand.,C is spreading peanut butter onto a tortilla.
0,mevo,2,3,video-0000,0,179,2,#C C puts food on the plate,C spreads peanut butter and jelly on a tortilla.
0,mevo,2,3,video-0000,0,180,2,#C C scoops food with a fork,C is spreading peanut butter
0,mevo,2,3,video-0000,0,181,2,#C C puts the food on the plate ,Assembling pinwheels with peanut butter and jelly on tortillas.
0,mevo,2,3,video-0000,0,182,2,#C C picks a piece of cake,C spreads peanut butter and jelly on tortilla
0,mevo,2,3,video-0000,0,183,2,#C C drops the piece of cake on the chopping board,C prepares the tortilla with peanut butter and jelly
0,mevo,2,3,video-0000,0,184,2,#C C spreads the sauce in the food,Spreading peanut butter on tortilla.
0,mevo,2,3,video-0000,0,185,2,#C C puts the bread on the plate ,C is preparing a tortilla
0,mevo,2,3,video-0000,0,186,2,#C C puts food in the food ,C is preparing the pinwheels.
0,mevo,2,3,video-0000,0,187,2,#C C holds the bread,C is spreading peanut butter and jelly on tortilla.
0,mevo,2,3,video-0000,0,188,2,#C C picks the cheese,C makes pinwheels with peanut butter and jelly and tortillas.
0,mevo,2,3,video-0000,0,189,2,#C C places the cake on the plate,C is making peanut butter and jelly pinwheels
0,mevo,2,3,video-0000,0,190,2,#C C holds the food,#C C makes peanut butter and jelly pinwheels.
0,mevo,2,3,video-0000,0,191,2,#C C spreads the meal on the plate,C is making peanut butter and jelly pinwheels.
0,mevo,2,3,video-0000,0,192,2,#C C picks a piece of cake,C makes PB&J pinwheels.
0,mevo,2,3,video-0000,0,193,2,#C C picks the piece of cake ,C makes peanut butter and jelly pinwheels
0,mevo,2,3,video-0000,0,194,2,#C C holds the sandwich with the fork,"C preparing pinwheels with tortillas, peanut butter, and jelly."
0,mevo,2,3,video-0000,0,195,2,#C C places the piece of meat on the plate,C is making pinwheels with peanut butter and jelly.
0,mevo,2,3,video-0000,0,196,2,#C C puts the food on the plate,C spreads peanut butter and jelly on the tortilla.
0,mevo,2,3,video-0000,0,197,2,#C C cuts the food with the knife,Preparing peanut butter and jelly pinwheels
0,mevo,2,3,video-0000,0,198,2,#C C touches the food on the plate ,C is making a peanut butter and jelly pinwheel.
0,mevo,2,3,video-0000,0,199,2,#C C puts the bread on the plate,Cutting the tortillas
0,mevo,2,3,video-0000,0,200,2,#C C cuts the card with a knife,C spreads peanut butter on tortilla
0,mevo,2,3,video-0000,0,201,2,#C C chops the taco,#C C spreads peanut butter on tortilas.
0,mevo,2,3,video-0000,0,202,2,#C C cuts the food on the plate,C is cutting the tortillas.
0,mevo,2,3,video-0000,0,203,2,#C C takes the knife ,C is using the knife.
0,mevo,2,3,video-0000,0,204,2,#C C cuts the pizza on the plate with the knife,C is making pinwheels.
0,mevo,2,3,video-0000,0,205,2,#C C pours the food on the plate,C assembles the pinwheels.
0,mevo,2,3,video-0000,0,206,2,#C C puts the food in the plate ,C makes peanut butter and jelly pinwheels
0,mevo,2,3,video-0000,0,207,2,#C C puts the bread on the plate,C assembles the pinwheels.
0,mevo,2,3,video-0000,0,208,2,#C C cuts the sandwich,C is making pinwheel sandwiches.
0,mevo,2,3,video-0000,0,209,2,#C C places the chapatis on the food,C is assembling the pinwheels.
0,mevo,2,3,video-0000,0,210,2,#C C spreads the food,Spreading peanut butter and jelly
0,mevo,2,3,video-0000,0,211,2,#C C places the cake in the plate,C makes peanut butter and jelly tortilla pinwheels.
0,mevo,2,3,video-0000,0,212,2,#C C turns the food,C is assembling the pinwheels.
0,mevo,2,3,video-0000,0,213,2,#C C spreads the food on the paper,C is making pinwheels.
0,mevo,2,3,video-0000,0,214,2,#C C spreads the meal on the plate,C makes peanut butter and jelly pinwheels
0,mevo,2,3,video-0000,0,215,2,#C C spreads food on the plate,C assembles peanut butter and jelly pinwheels
0,mevo,2,3,video-0000,0,216,2,#C C scoops the food,Making peanut butter and jelly pinwheels
0,mevo,2,3,video-0000,0,217,2,#C C puts the food in the plate,C assembling pinwheels
0,mevo,2,3,video-0000,0,218,2,#C C puts the bread slices in the dish ,Spreading peanut butter on tortillas.
0,mevo,2,3,video-0000,0,219,2,#C C spreads the potato on the plate,#C is spreading peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,220,2,#C C places the cake on the plate,C makes pinwheels with peanut butter and jelly on tortillas.
0,mevo,2,3,video-0000,0,221,2,#C C chops the potato,C makes peanut butter and jelly tortillas.
0,mevo,2,3,video-0000,0,222,2,#C C slices the food,Making pinwheels
0,mevo,2,3,video-0000,0,223,2,#C C slices the food,C prepares pinwheels
0,mevo,2,3,video-0000,0,224,2,#C C slices the food on the plate with the knife ,C is using the knife to slice the tortillas
0,mevo,2,3,video-0000,0,225,2,#C C slices the piece of cake,C is spreading peanut butter
0,mevo,2,3,video-0000,0,226,2,#C C cuts the banana,C spreads peanut butter on tortilla.
0,mevo,2,3,video-0000,0,227,2,#C C cuts the food,C is making pinwheels.
0,mevo,2,3,video-0000,0,228,2,#C C spreads the pumpkin on the saucepan ,C is spreading peanut butter on the tortilla
0,mevo,2,3,video-0000,0,229,2,#C C places the piece of bread on the chopping board,C is preparing the tortilla.
0,mevo,2,3,video-0000,0,230,2,#C C holds the cookie,C is spreading peanut butter
0,mevo,2,3,video-0000,0,231,2,#C C cuts the food,C is making pinwheels
0,mevo,2,3,video-0000,0,232,2,#C C picks a slice of bread from the plate with the knife in his right hand.,Making a peanut butter and jelly sandwich
0,mevo,2,3,video-0000,0,233,2,#C C puts the piece of cake on the plate,C makes peanut butter and jelly pinwheels.
0,mevo,2,3,video-0000,0,234,2,#C C pours the food on the plate,C spreads peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,235,2,#C C cuts the potato with the knife,C spreads peanut butter on tortillas
0,mevo,2,3,video-0000,0,236,2,#C C slices the food,C makes pinwheel sandwiches.
0,mevo,2,3,video-0000,0,237,2,#C C slices the food,#C Making peanut butter and jelly pinwheels
0,mevo,2,3,video-0000,0,238,2,#C C cuts the food with a knife,C is cutting tortillas with a knife.
0,mevo,2,3,video-0000,0,239,2,#C C cuts the cheese on the plate,C spreads peanut butter on tortillas.
0,mevo,2,3,video-0000,0,240,2,#C C cuts the food with a knife,C is making pinwheels.
0,mevo,2,3,video-0000,0,241,2,#C C holds the bowl,C spreads peanut butter on tortillas.
0,mevo,2,3,video-0000,0,242,2,#C C turns the bread on the plate with the knife.,Spread peanut butter and jelly on tortillas
0,mevo,2,3,video-0000,0,243,2,#C C turns the bread,C is making peanut butter and jelly pinwheels.
0,mevo,2,3,video-0000,0,244,2,#C C cuts the potato into pieces,C prepares peanut butter and jelly pinwheels using tortilla.
0,mevo,2,3,video-0000,0,245,2,#C C slices the potato with a knife,C prepares the tortillas with peanut butter and jelly by using a knife.
0,mevo,2,3,video-0000,0,246,2,#C C spreads the slice of potato on the plate with the knife.,C is spreading peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,247,2,#C C holds the knife ,C is spreading peanut butter and jelly on a tortilla.
0,mevo,2,3,video-0000,0,248,2,#C C cuts a piece of waffle,C is not cutting a piece of waffle because there is no waffle mentioned as one of the objects on the table.
0,mevo,2,3,video-0000,0,249,2,#C C chops the food,C is making pinwheel sandwiches.
0,mevo,2,3,video-0000,0,250,2,#C C cuts the potato.,C is not cutting a potato because there is no potato on the table.
0,mevo,2,3,video-0000,0,251,2,#C C spreads the food on the plate,C is making pinwheels.
0,mevo,2,3,video-0000,0,252,2,#C C holds the knife,C is using the knife.
0,mevo,2,3,video-0000,0,253,2,#C C slices potato,C is slicing potato.
0,mevo,2,3,video-0000,0,254,2,#C C cuts a piece of potato with a knife,C is making pinwheels
0,mevo,2,3,video-0000,0,255,2,#C C moves the knife on the plate,C is spreading the peanut butter.
0,mevo,2,3,video-0000,0,256,2,#C C slices the potatoes on the tray with a knife,C assembles the pinwheels.
0,mevo,2,3,video-0000,0,257,2,#C C picks a piece of avocado on the serviette with the knife in her right hand.,C is picking avocado with the knife.
0,mevo,2,3,video-0000,0,258,2,#C C cuts the cake with a knife,C spreads the peanut butter on the tortilla
0,mevo,2,3,video-0000,0,259,2,#C C spreads the food on the knife,C is spreading peanut butter on the tortilla
0,mevo,2,3,video-0000,0,260,2,#C C cuts the food with the knife,C is preparing the pinwheels.
0,mevo,2,3,video-0000,0,261,2,#C C slices the piece of meat on the tray with the knife in his right hand,"Sorry, I am not able to make sense of the given sentence based on the objects on the table. Could you provide a different sentence?"
0,mevo,2,3,video-0000,0,262,2,#C C puts the food on the plate,C assembles pinwheels
0,mevo,2,3,video-0000,0,263,2,#C C chops the food,C is preparing the pinwheels
0,mevo,2,3,video-0000,0,264,2,#C C puts the potato on the plate,C makes peanut butter and jelly pinwheels
0,mevo,2,3,video-0000,0,265,2,#C C cuts the food with a knife ,C is preparing the pinwheels
